,0
0,0.5300734277795823
1,0.8049045258606076
2,0.5298455374209725
3,0.37934560514784227
4,0.829046020300022
5,0.7895341619945027
6,0.8278843046687376
7,0.7782013160381438
8,0.8136405528148694
9,0.8257166807034837
10,0.8027113095282198
11,0.8206498199916578
12,0.8278843046687376
13,0.8206498199916578
14,0.8107961123712959
15,0.8195196798143087
16,0.8219891682145952
17,0.8278843046687376
18,0.8206498199916578
19,0.8278843046687376
20,0.8206498199916578
21,0.8278843046687376
22,0.829046020300022
23,0.829046020300022
24,0.829046020300022
25,0.829046020300022
26,0.829046020300022
27,0.829046020300022
28,0.829046020300022
29,0.829046020300022
30,0.829046020300022
31,0.829046020300022
32,0.829046020300022
33,0.829046020300022
34,0.829046020300022
35,0.829046020300022
36,0.829046020300022
