,0
0,0.2556244420855028
1,0.12826303691732865
2,0.6485620795376448
3,0.8426794987061991
4,0.7733614911633746
5,0.9289565519825272
6,0.9108981260464463
7,0.8518895364974362
8,0.9870925127843865
9,0.9326179091169892
10,0.9941354353168165
11,0.9729449199329594
12,0.9601704485880453
13,0.9860917244695419
14,1.0023731629438006
15,1.0012600830332283
16,1.00464559917876
17,0.9958945030884666
18,1.00464559917876
19,0.9782537855438949
20,0.9948704606430787
21,0.9790635862616403
22,0.9893145561207384
23,1.0316661601852033
24,1.0213174098631568
25,1.0441149237481955
26,1.0180756760879448
27,0.9947874051783997
28,1.0147509746775245
29,1.0350066985414041
30,1.0441149237481955
31,0.9947874051783997
32,1.0403535723459603
33,1.0316661601852033
34,1.0350066985414041
35,1.0264035434441992
36,1.0250856388585996
37,1.0250856388585996
38,1.0350066985414041
39,1.0441149237481955
40,1.0316661601852033
41,1.0441149237481955
42,1.0350066985414041
43,1.0441149237481955
44,1.0350066985414041
45,1.0441149237481955
46,1.0350066985414041
47,1.0350066985414041
48,1.0391546644321796
49,1.0441149237481955
50,1.0441149237481955
51,1.0441149237481955
52,1.0441149237481955
53,1.0350066985414041
54,1.0441149237481955
55,1.0441149237481955
56,1.0441149237481955
57,1.0441149237481955
58,1.0441149237481955
59,1.0441149237481955
60,1.0441149237481955
61,1.0441149237481955
