Iteration	Y	var_1	var_2	var_3	var_4
34.0	-2.7311901854914877	1.8109373931957302	1.9897433392677233	3.0	3.0
35.0	-2.7265769258173953	2.1850955010894473	-2.6134071010595066	3.0	0.8591188382650844
36.0	-2.761687412286864	2.252361637293949	-0.9647643692649368	2.2521018210003847	-0.06757467634732288
37.0	-2.773060225028554	3.0	1.1259167745733938	1.6390025526850631	0.4218522933474975
38.0	-2.7789001385894174	2.4530270116363346	1.6313115705955035	1.8956036032820391	-0.7116247385103543
39.0	-2.7677482076280127	3.0	-1.2242281802557704	2.33533717724834	2.19593582187461
40.0	-2.7652701348036075	3.0	-1.5750375076858578	3.0	2.1470117685719123
41.0	-0.7301582911355001	-0.36734398637872423	-3.0	3.0	1.7885849642631073
42.0	-0.4938055183957011	-3.0	3.0	3.0	-3.0
43.0	-2.7513009408921816	3.0	-2.2755593496683475	3.0	0.2030211301347398
44.0	-2.7314193609208206	2.2967263508023423	-1.1499874991761119	2.486993708917646	3.0
45.0	-0.24881668120359784	3.0	-3.0	-3.0	3.0
46.0	-2.7574462712990866	2.4314122115367622	-1.7472325482769908	3.0	0.8888489901888381
47.0	-0.3282760880977694	3.0	3.0	-3.0	-3.0
48.0	-2.7780141933464613	2.298336209783604	2.4363555484349266	3.0	-1.8658232748969854
49.0	-2.7833703595622343	3.0	2.053105795530504	1.737425308480941	-2.5108235006382102
50.0	-2.7617698218325013	2.1650460383984904	1.0100744965414732	3.0	-3.0
51.0	-2.760876843744216	3.0	-2.696093430851939	3.0	1.3594171796501626
52.0	-2.7146057457509736	1.6189427838252222	-0.028622611999049877	3.0	3.0
53.0	-2.757600567873896	1.607375009806852	0.13225391496751995	2.0459952495757947	0.30455450489057007
54.0	-2.800157160312636	1.6653701813612476	1.9604770125926103	3.0	1.1432687738222995
55.0	-2.772957435629411	3.0	1.9580207261590608	1.5636751890435	-1.1388890243155594
56.0	-2.7586156168528393	1.952291930104253	1.3930674605090585	1.8088340758917343	-2.045095984184819
57.0	-2.5009881017779896	1.4641488930070043	-1.5929642018263912	3.0	-3.0
58.0	-2.5787760726328846	0.8212019438015792	3.0	3.0	2.099254518071683
59.0	-2.7727154942008023	2.208365347094618	2.3622522771818013	3.0	0.9153526833550215
60.0	-2.765347113140132	3.0	-0.1176291340642835	1.912260897576442	0.7912595870453619
61.0	-2.7742313410191297	1.5228636244691087	1.3408516037688158	3.0	0.5829276009093779
62.0	-2.7545636826373103	2.0387057528393067	3.0	3.0	-0.9888744175305162
63.0	-2.762885738552322	3.0	1.8624573040887047	3.0	3.0
64.0	-2.7723404593327214	2.191991355365824	2.2661027771053828	3.0	-3.0
65.0	-2.768675818772724	3.0	1.4484091975607234	2.181666939450079	-0.9954675139433925
66.0	-2.7700141327236136	3.0	3.0	1.9887601836646078	0.32134016401940313
67.0	-2.7576401449858516	1.9439041437844093	-0.9448904637023918	3.0	-0.6889805714438946
68.0	-2.7752105442222237	3.0	0.104416615572306	3.0	-3.0
69.0	-2.7734957493004075	3.0	1.5635495651872668	3.0	-3.0
70.0	-2.776507818397707	3.0	0.09801575600556434	3.0	-2.087931823760736
71.0	-2.692997629235553	3.0	-2.2884568563493306	2.038266193772197	1.434987356847502
72.0	-2.771569084051681	3.0	2.5154453748120327	2.145238579453191	2.362372978488179
73.0	-2.774728382718736	2.2079211141667665	2.499706224793721	3.0	1.9988293474565961
74.0	-2.76902679491898	3.0	0.9737114113847941	2.133180706076365	1.9598764343114317
75.0	-2.776549581889545	3.0	1.98864952771883	2.2074725957553603	1.1170788981706055
76.0	-2.7690234460846694	1.579595118198464	2.2452804976680256	2.6286640569919717	0.8796705127564427
77.0	-2.768109195658732	3.0	-0.30235562513211817	2.6294569027434638	1.596483103831681
78.0	-2.79041430047581	1.5287415898186743	2.242229421424278	3.0	1.0268513149169283
79.0	-2.767018836850587	2.594992207763282	2.5206496651374803	1.615722186973238	-2.320598239121245
80.0	-2.7719115359978947	2.3185140899610936	3.0	3.0	-2.496138857310509
81.0	-2.777385275026473	1.59176557644278	1.6220128297946124	3.0	-1.1617871566068427
82.0	-2.7843901305540117	3.0	1.1654551530859742	2.091532703772863	-3.0
83.0	-2.7668880542919077	3.0	2.0638453273569226	1.6063962375270624	-3.0
84.0	-2.7822916621155658	1.5366167259492762	1.6198950829556733	3.0	1.5744043070842166
85.0	-2.7758934912364412	2.6649063580400485	0.8591844671417342	2.3367863828075035	-2.3708613400114156
86.0	-2.6966859430926577	3.0	-0.13898174028080432	1.2827312410750913	3.0
87.0	-2.7674454177747405	1.4652146614222763	-0.7009460978700901	2.420780928571548	0.47104157999113766
88.0	-2.7688889251610576	1.3372301434902938	1.4247495871038567	2.255614123932285	-0.7508563568217409
89.0	-2.77010932183722	3.0	1.5350471893793411	2.1554935117956133	3.0
90.0	-2.7661813273693427	1.885203965520073	2.0776424220556926	2.513102473233995	-1.9620778810771988
91.0	-2.7758357750314073	1.922415607184897	0.4724753263493203	1.7771680882203016	-0.9643840383752025
92.0	-2.7690552147900087	2.0558954131972755	-0.6286094134458722	3.0	0.3590816271719379
93.0	-2.768293424245767	3.0	2.0247873706329997	1.387884185617684	1.4453599597553235
94.0	-2.768530333159952	2.03051615025537	-1.115310881238451	3.0	2.0955822084063467
95.0	-2.7678200841117184	3.0	3.0	1.8993107576935409	1.524643942850663
96.0	-2.7728220017278375	3.0	2.0537795290524543	1.6094654269009612	0.12022001367002462
97.0	-0.23472695073072805	-3.0	-3.0	-3.0	-3.0
98.0	-2.7767104508700746	3.0	3.0	1.064181208937625	-1.2844037880953592
99.0	-2.7679291853706003	3.0	3.0	1.596141082418509	3.0
100.0	-2.7924830608961955	1.715526131773565	2.2696987494385614	3.0	1.2856641953689303
101.0	-2.6727794095565507	3.0	-3.0	3.0	-1.3489053415101897
102.0	-2.7737227575673744	3.0	3.0	1.6174522992564788	-0.8009818313640444
103.0	-2.767864611174674	3.0	-0.6683466258283517	1.439973969709907	1.5639806992453462
104.0	-2.759614457322067	3.0	-1.4036820696397827	3.0	-1.6138200413467585
105.0	-2.7776883802882697	2.5552727636522046	1.583687130073432	2.2715756227863744	-3.0
106.0	-2.7677546969489	3.0	-1.3962998668251994	3.0	3.0
107.0	-2.773486740511767	3.0	1.357578912652506	1.784761854955534	-2.2706972129351755
108.0	-2.7649317059156258	2.0772987151513274	1.0316595776061737	2.261208264365338	-1.1328320292493748
109.0	-2.7748596465430166	3.0	3.0	3.0	-1.9256939215742799
110.0	-2.772700425825663	1.385609198445155	-0.3223994258986224	2.1070528523785823	-0.7118333047304215
111.0	-2.793125802970352	1.1663385676325375	0.03949194412607156	3.0	-0.003483995519714504
112.0	-2.7705961361111373	1.063918978399308	0.8342570681477302	3.0	-0.3092517518818157
113.0	-2.778167782457418	3.0	-0.28485599627636743	2.2786298608202245	-1.5890619688492893
114.0	-2.762600624638816	2.298836279126714	0.39742507211433287	2.0622960846430005	-3.0
115.0	-2.618052563581184	1.0231718701082984	1.6254130325110214	1.5355085576030207	-3.0
116.0	-2.764700024359132	3.0	-0.12234562492200902	1.4149037802144029	-0.36805558071445693
117.0	-2.7745658702102567	3.0	0.31778876856457483	2.3776092261969053	-2.7143115154272177
118.0	-2.767723087883184	3.0	2.0290272686368707	3.0	-0.9455720728608434
119.0	-2.7613876072238397	2.1916211890327535	-0.29455065588533286	1.7179082479686418	-1.2808956524703479
120.0	-2.775432332811505	3.0	1.2784184341347802	0.8903067597525002	-0.34547950837192914
121.0	-2.775123441683359	2.1595415598513212	1.3109164540188274	1.239218380956327	-0.5970394975447598
122.0	-2.7698051224964324	3.0	3.0	2.2675716164105446	3.0
123.0	-2.7677998364179954	3.0	2.006304167633813	1.3815373747846174	3.0
124.0	-2.7566215169904567	3.0	-1.0241614281318783	2.1465572089003717	1.2295430759764006
125.0	-2.7549818979653655	3.0	0.4255887464851586	0.9259234802598335	1.0180257018844439
126.0	-2.787326488714132	3.0	3.0	0.8543322527297955	0.11183185693426553
127.0	-2.7611598577712835	2.1685631626120467	3.0	1.3761039790909924	-0.41953391990354827
128.0	-2.7872200116891	1.7018409309667657	3.0	3.0	0.6173251777893469
129.0	-2.7576447624649356	2.0964231217816303	-0.3695955384435806	1.4018482554088891	0.018828794008933347
130.0	-2.773360598085704	3.0	2.4986596477623033	0.9112883070690048	-0.3464436078353727
131.0	-2.781978908453178	1.7724113288742973	1.9495698177584766	3.0	1.3072567707271987
132.0	-2.7884029228204343	1.692180298850404	2.5648721624221333	3.0	1.0349608007523918
133.0	-2.776115233376912	3.0	0.9397814403817059	1.4186609632899083	-0.33770432462876016
134.0	-2.7722274090021806	1.295392941622433	-0.08963420357452817	3.0	0.24379825966383759
135.0	-2.773360598085704	3.0	3.0	1.1941974122099976	0.2699626160701886
136.0	-2.763195786954855	1.9091164298436465	2.1034861184692777	1.7853979107691533	-0.8454535451795542
137.0	-2.770374815629184	3.0	-0.6564411156560649	3.0	2.1209253476438215
138.0	-2.79041430047581	1.4932382999501315	2.0700636414367	3.0	0.9679735811652148
139.0	-2.7773154586736255	2.037334448848794	3.0	3.0	0.9360345784714971
140.0	-2.7891116053425864	1.5659155386870642	2.196619788085725	3.0	1.053883086561294
141.0	-2.7664343936973856	3.0	3.0	1.4390931232590924	-2.3861918945105276
142.0	-2.7755232564268844	3.0	-0.02206141732624549	3.0	0.6947416025409012
143.0	-2.770110259139832	1.1484182720288105	-0.1010114043004793	2.658539175322984	-0.2621171400674509
144.0	-2.751529943334434	1.105435045894845	2.0948437184857593	3.0	0.16148596136619522
145.0	-2.7899456552806794	1.6828355034790183	2.245147703359458	3.0	1.1994539357572955
146.0	-2.7899456552806794	1.670058737616276	2.209054179607357	3.0	1.1786780745091507
147.0	-2.7765165487153105	3.0	2.259164479623391	2.5572788877058352	-2.5002239464270115
148.0	-2.7780141933464613	2.216093887628021	1.8496390485163556	3.0	-2.247238383854342
149.0	-2.7743155845007164	1.8824668091964956	1.6564640068625025	3.0	-0.45633132007380417
150.0	-2.7754120729419838	3.0	0.8584969830794086	2.5716689749343873	-3.0
151.0	-2.770825912190865	3.0	1.4758315881453286	3.0	0.7600360185753421
152.0	-2.787385820844056	3.0	3.0	0.818489360741452	-0.46498796654312885
153.0	-2.7629676889148227	2.0041346036622913	3.0	2.4574758274114012	0.1696374004022038
154.0	-2.761873814513294	3.0	-0.8619003756832199	3.0	-3.0
155.0	-2.7737918039719367	3.0	-0.5761425675233053	3.0	-2.2665545295284675
156.0	-2.729574111176529	2.3501094780053617	-1.5666551537944997	3.0	3.0
157.0	-2.7618294046672407	3.0	3.0	0.6144661478490813	1.56598101250949
158.0	-2.770398223361058	2.198373573237989	0.09753861888189028	2.362716242226852	-1.9968091162818071
159.0	-2.740610267031823	1.5654982404184972	-0.8013605171408946	2.345943416612141	1.8202759615759856
160.0	-2.6438636938803666	3.0	-1.8648133268076337	1.6581537931882133	3.0
161.0	-2.7899456552806794	1.6492620479994713	2.1674920310043304	3.0	1.1517550566187948
162.0	-2.7686092934276703	2.126253818787845	1.564617069002019	1.7206713629942352	-0.06782097853497143
163.0	-2.7724371969317834	2.6605965091851607	1.4552674457992816	1.012903006059081	-1.2950147430123755
164.0	-2.7899456552806794	1.6449164697526681	2.1569164742762172	3.0	1.1445624379881179
165.0	-2.7544175197182375	3.0	1.7152860088129416	1.597245945855303	2.3184115408330506
166.0	-2.7688022062626882	3.0	3.0	0.3384159054498579	0.06928410269927841
167.0	-2.761896195204784	2.2490551668710883	3.0	0.9810846667949261	-1.5047035487557023
168.0	-2.775020794575778	2.6568622881684423	1.5943052517499885	1.2715705162595876	-0.6917849518844938
169.0	-2.773716030472721	3.0	2.0757151366129483	0.740875115996401	0.6028728725244522
170.0	-2.7899456552806794	1.643895605613962	2.176790784306387	3.0	1.1413199096927178
171.0	-2.7765165487153105	3.0	-0.032562010006337315	2.2052946559666355	-0.8402356308910364
172.0	-2.7899456552806794	1.6334483334602432	2.130071561252412	3.0	1.1381966371235914
173.0	-2.7899456552806794	1.6321294519422263	2.1315112328784083	3.0	1.1353924554334276
174.0	-2.660982389286438	3.0	3.0	0.1881599843407255	3.0
175.0	-2.7684113244152466	1.7490997482567803	-0.9339866899601725	3.0	1.1589259116796566
176.0	-2.7757523172953547	3.0	1.7655475306064154	2.2695322939736977	-3.0
177.0	-2.7704685945155356	3.0	3.0	3.0	2.3523822108045134
178.0	-2.7775604535271623	2.6310717422128946	0.5553139743236226	1.665574742140071	-2.2662933406578016
179.0	-2.7909752571593294	1.6840270583750525	2.4727890560993293	3.0	1.0985768638529234
180.0	-2.7909752571593294	1.6759831208030567	2.4220282018243293	3.0	1.1077539438147235
181.0	-2.787385820844056	3.0	3.0	0.8249283228845024	-0.4080225200573162
182.0	-2.7737509630138493	2.4320157064447634	0.6012561301149187	1.2029681874098601	-0.787192040789745
183.0	-2.7654459283714115	2.640547492294484	1.1148292357873395	1.7837275081498931	-2.8971762107024945
184.0	-2.7899456552806794	1.6418644180529685	2.214526927654865	3.0	1.1265792993965782
185.0	-2.7909752571593294	1.623729253714603	2.1238474256366136	3.0	1.1300954090648008
186.0	-2.7464662892835183	3.0	-0.18723618300044623	1.8831544758885719	2.0291743583711126
187.0	-2.7904889974083122	1.622766779668822	2.1057512696302654	3.0	1.1305439660734835
188.0	-2.7904889974083122	1.6201400980836054	2.0992299022892276	3.0	1.1279427132182505
189.0	-2.778167782457418	3.0	-0.8823869730829428	3.0	-0.03787255292340268
190.0	-2.7708819210561444	3.0	2.0400949357920153	2.551644545438426	0.028877811411436024
191.0	-2.7725387803276194	3.0	2.19290364139219	2.2549321205159996	-1.8359937253366743
192.0	-2.7567907726695826	1.5827227071327268	0.5593589495713708	1.3866005219422781	-1.3433399407948283
193.0	-2.7734957493004075	3.0	0.271437017587819	2.090048883449587	-1.9025509969731904
194.0	-2.778167782457418	3.0	-0.6414746677180033	3.0	-1.25793758669336
195.0	-2.7713729545398764	1.3070643032789333	0.0740836911055241	3.0	-0.4832165915672483
196.0	-2.771739934920899	1.246213159833696	0.45663293838712105	3.0	0.1532228016380194
197.0	-2.7677268991403765	2.213055794586537	1.716978223281345	3.0	-1.487687213253743
198.0	-2.77389875401564	3.0	3.0	2.569662209559715	-2.4716662710725945
199.0	-2.778167782457418	2.689326512618988	2.3211649709842703	3.0	-2.5391406790223807
200.0	-2.763334228288162	2.008110278507075	3.0	1.8975291787466224	-1.5950709066083637
201.0	-2.7752105442222237	2.285008134901977	1.1092324027768274	1.4380091539177169	-1.1882485475177458
202.0	-2.774403845491451	3.0	2.0760150511225173	0.9843558444799445	-1.919498368184295
203.0	-2.7755232564268844	3.0	1.1340790459911398	2.4010550871515295	1.1493196567877972
204.0	-2.7899456552806794	1.6238524613029415	2.067805010967333	3.0	1.095643257171365
205.0	-2.725690042386678	3.0	-0.6643660018839628	0.9318861491209172	0.8357893017578711
206.0	-2.679540516988896	2.2951409826613642	-1.3151874546191074	1.6648618030899325	1.7350473523903127
207.0	-2.7899456552806794	1.626133731072649	2.096026830968009	3.0	1.1062502890340786
208.0	-2.7889442994326243	1.6880996299218336	2.525006535686748	3.0	1.1031797069810136
209.0	-2.7696849935880645	3.0	2.3192959196233773	2.119936863612452	3.0
210.0	-2.7652319190817796	3.0	3.0	0.5431293752757267	-0.8938122578223204
211.0	-2.7899456552806794	1.6151623919705693	2.034425095979875	3.0	1.1046158368232861
212.0	-2.7817538382341236	3.0	0.8531289248639797	1.065862249471831	-1.6640675384364796
213.0	-2.7899456552806794	1.6151758759430352	2.046928232149846	3.0	1.1050560964134732
214.0	-2.7899456552806794	1.6171046674490244	2.062701213554326	3.0	1.1040475415581625
215.0	-2.7899456552806794	1.6191864888422545	2.079083095962004	3.0	1.105852964020765
216.0	-2.7899456552806794	1.6170105722541241	2.0738193765836903	3.0	1.1075901514379516
217.0	-2.7721807629703874	1.4203368643287708	0.43463657757104357	1.7957088512803954	-0.5390482940781871
218.0	-2.7741440230353542	3.0	0.9963988929025078	1.0297832131304399	-1.0904074932670567
219.0	-2.7899456552806794	1.6171740393957175	2.0779569706477377	3.0	1.1091578363969423
220.0	-2.7606493758737702	1.0646794161793967	0.1265354256129868	3.0	1.5258761991914653
221.0	-2.782546481621237	3.0	1.3248086910652392	1.1684582501525071	-2.000122989881448
222.0	-2.7604790413882063	2.226476386670789	-2.2110425270632112	3.0	-0.46329235484645404
223.0	-2.7924830608961955	1.645709660777739	2.2093147590120727	3.0	0.9908582868226921
224.0	-2.762867740712951	3.0	1.8285632984269615	0.3347487465823845	1.5949454692516285
225.0	-0.45062604449502863	-3.0	-0.08417798088106906	-0.48554666409062625	-3.0
226.0	-2.7628172784541203	3.0	0.6477871210506954	1.3092095767535026	-2.338181425455242
227.0	-2.7923348458148727	1.9745741490253832	3.0	3.0	1.5870673711059928
228.0	-2.7551059554688484	1.5897367461887146	-0.6169905396680057	3.0	2.087731418430975
229.0	-2.752817722419961	3.0	1.3492513338316916	0.2402437371894037	0.510174499088584
230.0	-2.741202344213314	3.0	-3.0	3.0	0.47431650132245784
231.0	-2.763799094584717	3.0	2.5988117803052075	0.993710358723803	2.307221513117209
232.0	-2.790813811137043	1.894457376504543	3.0	3.0	1.440865434988146
233.0	-2.780430631893635	1.743909889264871	1.8045345920600437	2.7844081255117787	-2.8505482928580697
234.0	-2.7903056818899454	1.9021602361579857	3.0	3.0	1.4410078469060708
235.0	-2.780230966101819	2.5881367086977884	3.0	1.2553041915072223	-1.0016773534988819
236.0	-2.7657638602232777	1.9402881811889325	1.115529128292185	2.4233674591109544	-2.675944782951593
237.0	-2.779230343001938	2.1297682359488554	3.0	3.0	1.7809140736693714
238.0	-2.779728336631668	1.6706257641835127	2.106137184799917	3.0	-2.390662504103407
239.0	-2.800157160312636	1.6495368282205483	2.1117174060232764	3.0	0.9089995996132162
240.0	-2.7698051224964324	2.2122133690418715	1.611244536060303	2.103640106142584	2.029230747391986
241.0	-2.769864827701037	2.164374719730402	1.4237963710592363	2.6255627102863492	1.6902174045825251
242.0	-2.757532812966003	3.0	2.492107636482484	0.48785965934383013	1.0267817867797826
243.0	-2.7662029933263046	2.1647918822127057	3.0	2.3707244223074135	1.7859709412467915
244.0	-2.7422433576033667	1.3988855818722419	0.9388472798686924	2.4317441160794617	1.7030551981541424
245.0	-2.781978908453178	1.680295479763663	2.108832086128196	3.0	0.739559152397273
246.0	-2.7697429984844626	2.346821118062921	1.8185889354222888	2.582966553618269	2.449280557012351
247.0	-2.7742649116612244	2.576406165584103	0.6909933139293504	1.3205726543853107	-1.6949732709697252
248.0	-2.7716292188983522	2.675089856378259	1.3432085111278844	1.1456018908353844	1.403540278195044
249.0	-2.7779322154303587	3.0	1.4427781889631637	0.8821142069261505	1.0054519956972119
250.0	-2.790393895425574	1.6364725972616947	2.1278256951555146	3.0	1.0645287831277273
251.0	-2.768109195658732	2.476763828090028	1.6180785443392172	1.8908226997566289	1.111266473145549
252.0	-2.746528330744909	2.408252024480394	2.243541984327053	1.9114211330952136	3.0
253.0	-2.764858641035069	3.0	-0.6597230997702818	3.0	0.8048246567166382
254.0	-2.773465886615368	1.588454959153082	3.0	3.0	-3.0
255.0	-2.7648363879916116	2.5943443367257224	1.313658758325708	0.974350782908126	0.3043978070949254
256.0	-2.7785915825934824	1.6201294000865594	2.40477462923351	2.7599144857966906	-3.0
257.0	-2.7669029878597984	2.2321937268272833	0.5509628611169636	1.4668663526175847	-0.23521874798978115
258.0	-2.7897205825728024	1.801727905434485	3.0	3.0	1.231872510818329
259.0	-2.759433884858562	2.5943911610281765	-0.16931199030131838	2.8675024024455062	-2.7601734072191246
260.0	-2.7884029228204343	1.7860225551624924	2.7511046603703084	3.0	1.2867992645794792
261.0	-2.765553783690113	1.6603416311588102	0.7357918509601681	2.6805828465388752	-1.4460133689892014
262.0	-2.775634326012721	2.674980983286335	2.42583928548964	1.5373983530002346	-1.75447785017372
263.0	-2.7675321275543494	1.8363073664180394	2.3889366030276937	3.0	-2.636995526686145
264.0	-2.790393895425574	1.6375286868095267	2.1490699937366116	3.0	1.065712589810691
265.0	-2.768882570156435	3.0	-0.7538400327504513	2.6383363619354783	3.0
266.0	-2.790393895425574	1.6360998472320238	2.145088411799491	3.0	1.067281913688803
267.0	-2.771807076593396	2.8904206299135153	2.824656473966929	2.909732506286457	-0.9967716939741822
268.0	-2.7752105442222237	2.356859136851779	-0.16844441979458236	2.2363008926314984	-1.2337964245818178
269.0	-2.7618504768778505	0.8422518185411485	-0.03307205364319731	3.0	0.20354843397895978
270.0	-2.7594228578464857	1.3424191439921274	2.0059703463297396	3.0	-3.0
271.0	-2.7899456552806794	1.6364971533333532	2.156909801195492	3.0	1.0713960872895791
272.0	-2.7734641196606034	2.9529679031088922	0.42556605702643746	1.8826567624126538	-0.31477403062153186
273.0	-2.7899456552806794	1.63385219334005	2.1470217585942404	3.0	1.0716078977740477
274.0	-2.7785672954342853	3.0	0.5875044869720387	3.0	1.2556886555014661
275.0	-2.755938674436388	2.0435801218120964	-0.3778382025242042	1.911666917057554	1.0590420677533348
276.0	-2.7899456552806794	1.6355216374317125	2.1527111834028614	3.0	1.07434714105638
277.0	-2.7899456552806794	1.6334325323036618	2.1439647725028435	3.0	1.0747113420473524
278.0	-2.7899456552806794	1.631538109179364	2.1373409133882713	3.0	1.0747300489825842
279.0	-2.7887927413668563	1.8244511387941194	3.0	3.0	1.2495253484814088
280.0	-2.777385275026473	1.6135108228686987	1.934946338020083	2.650977285509796	-0.6383331190848306
281.0	-2.790393895425574	1.6330565809086426	2.1281968092118486	3.0	1.0779222706748077
282.0	-2.767873165047155	2.1871289537086587	2.0053982141081548	2.558039482510581	-0.6423805805256382
283.0	-2.7648729050610634	2.8994770753528614	1.385356859581593	0.5958686266981829	-1.7085822975065201
284.0	-2.790393895425574	1.6355127226659263	2.1314565985087652	3.0	1.0782245274607498
285.0	-2.768587849038939	1.5906523076959935	-0.8767862010860759	2.1175101748686807	-0.26469817807149143
286.0	-2.790393895425574	1.6333810710397685	2.1227391556354154	3.0	1.0768902213805613
287.0	-2.768757221146679	2.9316195915661574	1.2051417890011866	1.8474140229646974	-0.08348801180349254
288.0	-2.777286404774067	2.6858475008836518	2.6697522816460313	2.95888092911257	-2.0140342820941317
289.0	-2.790393895425574	1.630710676438094	2.1138499853111896	3.0	1.0756242013527237
290.0	-2.790393895425574	1.6294521449128492	2.1099029883819984	3.0	1.0746424471121716
291.0	-2.790393895425574	1.6292391930395762	2.1102985607877884	3.0	1.0741636022437318
292.0	-2.765553783690113	1.756869195333913	1.3795058188035234	2.9045245067761902	-1.9351534142522078
293.0	-2.790393895425574	1.6261856959386178	2.096934438559429	3.0	1.0727878820589782
294.0	-2.7660615894895915	2.2801597637652007	0.9155434158067433	2.686983436855537	2.7530578936905936
295.0	-2.790393895425574	1.6292643304941956	2.122397983204368	3.0	1.0626779734999645
296.0	-2.725441170080944	3.0	1.2558674187636127	0.49782216526869016	2.5265197869771368
297.0	-2.7624078661847573	2.0722761626763337	-1.7653750053476254	2.3796443434851158	0.4000304056162585
298.0	-2.7741660368674808	2.1105193347645423	-1.5669200519963513	3.0	0.0461190883234213
299.0	-2.790393895425574	1.6294615486530666	2.1237934412132606	3.0	1.06254717479137
300.0	-2.771285323567269	2.8570358456686185	-1.3462734027757373	2.8110424676279337	-0.6638557687828525
301.0	-2.790393895425574	1.626950976337729	2.1134875344753525	3.0	1.0625427212637368
302.0	-2.77258769746534	1.3746112390022418	0.8564304512614944	2.5473178607272313	-0.7361683316265779
303.0	-2.7715541789476665	1.8892220333013896	-1.1700170997597659	2.5626801520503415	0.6449271464981379
304.0	-2.762144351558851	2.516464209612147	2.9580320242588547	1.1487419711932512	0.9788363745076736
305.0	-2.756146246254242	3.0	0.8499487948334291	3.0	3.0
