Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale	GP_regression.Gaussian_noise.variance
156.0	92.3560387654173	13.58823056373125	9.166274695429e-05
157.0	92.3765382063236	13.563678584257687	8.786338658876451e-05
158.0	94.673444625232	13.636814880440193	8.752723281544917e-05
159.0	97.86171187191205	13.729735492413699	8.772750344399723e-05
160.0	97.83553682302747	13.703537150239114	8.414685913687437e-05
161.0	97.25239512103452	13.648548888222031	8.619754307482306e-05
162.0	98.79637704076943	13.694697527432618	8.57635894684524e-05
163.0	100.29790974664063	13.728207200036131	8.552940381773396e-05
164.0	102.54921756765006	13.784064662761915	8.52593543939201e-05
165.0	104.07435417803696	13.824691111291017	8.546105988146723e-05
166.0	103.7789604756597	13.790497494281116	8.210305663388322e-05
167.0	105.20665512189669	13.827423363023025	8.152656991626131e-05
168.0	105.2073767545097	13.80195460396337	7.835398780420904e-05
169.0	104.49609509510118	13.755546645009105	7.524334358060593e-05
170.0	105.58077057670636	13.78842009780788	7.557534961011486e-05
171.0	107.90523533108153	13.853547375561002	7.54179165386574e-05
172.0	109.44306276823066	13.88501155180257	7.48678678216994e-05
173.0	111.55072750328337	13.94194755974922	7.451960797521238e-05
174.0	114.61486333690783	14.016319550359494	7.474829003432624e-05
175.0	114.36805004802302	13.985895517105812	7.208987866738593e-05
176.0	113.86332839328489	13.946709006264726	6.933082050231253e-05
177.0	113.1211811894612	13.89976042261755	6.663317957180557e-05
178.0	115.45105053610052	13.95970940807846	6.624486222666523e-05
179.0	117.1019116654534	14.004502903118272	7.104982782654076e-05
180.0	116.3726454801998	13.958686310877784	6.843435385528794e-05
181.0	115.4670185043964	13.907089692956163	6.57651285937072e-05
182.0	117.07206938454868	13.906683673983094	6.871097365127434e-05
183.0	116.08522668486353	13.852471852573316	6.601185545461463e-05
184.0	115.00562400291574	13.795200957803331	6.337565426136813e-05
185.0	116.83991235425316	13.833794784230438	6.298360574464379e-05
186.0	119.81227342604006	13.912102874400558	6.301824869363408e-05
187.0	122.45903127712916	13.981933252841996	6.340197411471105e-05
188.0	125.6783387681563	14.064711349257244	6.356690979416299e-05
189.0	128.13901960352467	14.114977570695428	6.369629382434938e-05
190.0	130.50338472368844	14.169656037853656	6.342071401292592e-05
191.0	135.93509694294048	14.314342336475645	6.600962175022358e-05
192.0	139.0772624246345	14.37831008420517	6.860672679676797e-05
193.0	139.76500095233766	14.383454557440288	6.872986032971503e-05
194.0	141.6293927281647	14.419141770325641	6.814395065792615e-05
195.0	143.3728390876791	14.449678164495715	6.739396649760002e-05
196.0	146.57007392584077	14.521699735106552	6.758822105146843e-05
197.0	148.93989371340405	14.565930313607096	6.711821287169162e-05
198.0	151.7609790605775	14.607803711129728	6.69959475462972e-05
199.0	154.90867130134876	14.673109958192276	6.688735488206805e-05
200.0	154.4608411589956	14.640847540496287	6.506587938592968e-05
201.0	152.22440803773702	14.594367783467378	6.581356121380774e-05
202.0	124.23267616336045	13.788428258407366	7.155288199516748e-05
203.0	123.10783510731696	13.734210409699386	6.918979962131171e-05
204.0	122.07387329276376	13.683580083764571	6.708019217867465e-05
205.0	123.34456837344412	13.707376383016934	6.751610160135498e-05
206.0	119.4096623575667	13.595136139889767	6.725295357918556e-05
207.0	118.27249310120825	13.540019561729357	6.502524697337397e-05
208.0	120.00904792041435	13.53549044574321	6.466085941329584e-05
209.0	118.68912164116536	13.475012503752346	6.241243045656709e-05
210.0	117.28523994851876	13.411603285300352	6.019073143423187e-05
211.0	115.78787037146853	13.344972198446658	5.7998881964528254e-05
212.0	114.24989036986088	13.276686410581881	5.585540931967076e-05
213.0	116.27993760374534	13.32696579578769	5.5723546463114324e-05
214.0	118.1001804041014	13.366419237789112	5.597744757295326e-05
215.0	116.51832613550758	13.297808704800728	5.3933267348659046e-05
216.0	118.91114798068816	13.36044010405924	5.454308240722784e-05
217.0	119.94436720708926	13.376767850000437	5.3955064693789145e-05
218.0	116.84428639249111	13.276658033770953	5.3596887304102954e-05
219.0	115.9843239836043	13.233831721672368	5.246742857504195e-05
220.0	119.4450955134234	13.269811195787511	5.227419854965387e-05
221.0	89.56554232033263	12.650227076212133	4.761219471399945e-05
222.0	89.37760230219695	12.647255360983351	4.826062112642122e-05
223.0	84.87569616035202	12.444365250886959	4.559920167084588e-05
224.0	87.40340296842969	12.519382499213584	4.642395027075382e-05
225.0	89.96655565454532	12.601159297231419	4.668477294068903e-05
226.0	91.73783812965937	12.659682726344466	4.747116272336869e-05
227.0	93.61892332140194	12.720722479363827	4.7754558083270024e-05
228.0	92.80100978408414	12.673147202660791	4.6222221131009864e-05
229.0	88.6672605418622	12.500274288367562	4.626452965327846e-05
230.0	87.92121784807289	12.454769257055755	4.482592639333396e-05
231.0	88.79594220698895	12.47995446601743	4.468900758852147e-05
232.0	90.78929631157963	12.541222315460065	4.5289694086466985e-05
233.0	93.74693409225115	12.638662653569728	4.7754129202201296e-05
234.0	95.10776482442388	12.677346293021056	4.762811234213585e-05
235.0	96.70037208993591	12.734080257149689	5.4070992820304697e-05
236.0	91.23804163770698	12.496306620566038	5.361008501651801e-05
237.0	92.67432394110457	12.533995653428342	5.428723261417155e-05
238.0	92.21638787724272	12.496625627024432	5.45030766466145e-05
239.0	93.91639739032755	12.55077424096348	5.481725884138257e-05
240.0	95.08653957154849	12.586534410232943	5.514174702728522e-05
241.0	104.77343975966298	12.930656469364884	6.393204373969403e-05
242.0	106.44827645399563	12.976842446888599	6.39793686023249e-05
243.0	108.09078440953962	13.016789300097923	6.392197010927556e-05
244.0	105.66716012296219	12.924394347420817	6.382297790559325e-05
245.0	107.97044312160719	12.984387681444385	6.386506293109908e-05
246.0	107.29300639580192	12.946022473654642	6.237277964230229e-05
247.0	108.59533842685069	12.975910313195827	6.257220425637941e-05
248.0	109.82009398809603	13.009480113379086	6.27251695050066e-05
249.0	114.80336356137747	13.162201843022224	7.147278932663962e-05
250.0	116.34889709350279	13.179209164749295	7.15957922774736e-05
251.0	118.37123083675074	13.23053570734547	7.195173717979696e-05
252.0	118.86685571023425	13.235367504994251	7.161879574614369e-05
253.0	120.43807900852987	13.274097049198716	7.183447241174784e-05
254.0	120.1774815343615	13.251539654588623	7.061227483578813e-05
255.0	122.98755218534717	13.319607881832326	7.093160385395592e-05
256.0	122.922427251616	13.303635481180942	6.99964683093419e-05
257.0	125.42445570697815	13.367231081482988	7.046524285777048e-05
258.0	126.47639971567516	13.384453162064235	7.002237283347846e-05
259.0	127.95427881167167	13.394869315224812	7.357691624620013e-05
260.0	127.0829011966992	13.35387996888684	7.204224767906748e-05
261.0	129.34263842083618	13.409667079175765	7.240416129375811e-05
262.0	128.4302485711291	13.36791681211144	7.090014992809899e-05
263.0	129.99458629476794	13.40132008327955	7.097097246081498e-05
264.0	131.0434443592894	13.417766242599585	7.06770215751054e-05
265.0	134.4633457364879	13.521670567577498	7.338269166670466e-05
266.0	134.4630803709446	13.536863835884164	7.493542484117931e-05
267.0	135.8378313475996	13.547187310991248	7.3648861761687e-05
268.0	137.11784362300492	13.56782070416026	7.327689606514565e-05
269.0	136.28744996340365	13.530695602246597	7.1981974483213e-05
270.0	136.43239911074573	13.521683410597918	7.145126621485629e-05
271.0	142.37427225979255	13.665988439497125	7.363937203471517e-05
272.0	141.49776455338426	13.628393883719912	7.235978043439451e-05
273.0	140.597532621085	13.590185505348284	7.109644828400976e-05
274.0	139.69921026591263	13.551868119836115	6.985416030156217e-05
275.0	139.4394781953007	13.531666814483152	6.898432258407175e-05
276.0	139.26931712633393	13.521734360428237	6.91812503454885e-05
277.0	138.2486948818535	13.480335512662554	6.792368279463232e-05
278.0	139.8602950042891	13.51152446773868	6.826554954453856e-05
279.0	145.71467578562027	13.622959709483585	6.834945505589313e-05
280.0	144.60947830924755	13.580556833537855	6.711695531275928e-05
281.0	146.10179394578893	13.605699956966914	6.692728398747747e-05
282.0	144.9885947528579	13.56320763506607	6.57210570542444e-05
283.0	147.24758087615453	13.60869035461728	6.650596900072409e-05
284.0	147.60696496865333	13.605039899700563	6.585729855477734e-05
285.0	146.47932264336174	13.562625725278357	6.469033213268075e-05
286.0	145.33597911415583	13.519699157234017	6.353864102590399e-05
287.0	144.18585766872633	13.476483169921542	6.240540653144571e-05
288.0	146.43143770079573	13.524101270873143	6.288448702914664e-05
289.0	145.23802527383876	13.480302901051218	6.17750979695523e-05
290.0	141.67705327651134	13.373698110363748	6.161344496770711e-05
291.0	140.48460316152983	13.329475314066848	6.0512065919905784e-05
292.0	142.81063992450206	13.383648010723022	6.089187700665022e-05
293.0	145.90876161528496	13.433987762056086	6.123820535173632e-05
294.0	148.22192600461915	13.481968475120361	6.133634822410105e-05
295.0	147.00770926907347	13.43836224176105	6.025407864059315e-05
296.0	148.19761901052783	13.455923329431112	6.047534477521123e-05
297.0	146.9534922509049	13.411610088862435	5.940373893695068e-05
298.0	148.31413605628848	13.433632524001956	5.918086965810769e-05
299.0	151.44180261176479	13.499196932281865	5.9842274463059567e-05
300.0	151.61126993525457	13.488608308475346	6.027131937865356e-05
301.0	152.3546838053017	13.495694173193902	6.1020952555698675e-05
