Iteration	GP_regression.Mat52.variance	GP_regression.Mat52.lengthscale	GP_regression.Gaussian_noise.variance
1.0	1.3345026697155167	5.335503006389283	1.206107625753872e-09
2.0	1.3345026697155167	5.335503006389283	1.206107625753872e-09
3.0	1.3387309263523728	6.021615628499059	1.0004255967316858e-09
4.0	1.3509557851935738	6.301983600597281	1.0999999871096474e-09
5.0	1.3802769842047202	6.629631513312143	1.0000000069109917e-09
6.0	1.2734180494173537	4.589597705206929	1.0999999910038838e-09
7.0	1.2079249188421342	4.3767613669647085	1.0999999967735346e-09
8.0	1.2730549634647135	4.656633387018274	1.0000000335222136e-09
9.0	1.3445947486404322	4.898520688651248	1.0019967176741835e-09
10.0	1.3913527325825672	5.154361350793777	1.099999995338661e-09
11.0	1.4253762299359871	5.3647596738527925	1.0999999967177185e-09
12.0	1.4461189100401213	5.484761076877197	1.0999999970902035e-09
13.0	1.4851207203088332	5.651062926805304	1.0000779970743992e-09
14.0	1.5253849576468779	5.811695667616203	1.000236978871489e-09
15.0	1.505292218533538	5.7631902036562614	1.0999999984381415e-09
16.0	1.5636262313779006	5.5907869298678055	1.000000000077217e-09
17.0	1.6028958074222586	5.715626853294712	1.0067301196443498e-09
18.0	1.6369021766875513	5.8200412974236855	1.0999999994767048e-09
19.0	1.7296466349345019	5.75571062690043	1.000000000000026e-09
20.0	1.8185537998998529	5.932971799605553	1.099999997427123e-09
21.0	1.7641405570364046	5.825030149218218	1.0999999980388781e-09
22.0	1.6892314295998339	5.670471916202971	1.099999998364608e-09
23.0	1.7285944380671217	5.780408533805068	1.0004656959784516e-09
24.0	1.871885169438396	6.120129418871791	1.0000000019516306e-09
25.0	1.8633127159831955	5.864192686909451	1.0999999976134151e-09
26.0	2.0124543816757554	6.184670740211442	1.0999999974951347e-09
27.0	1.9669914712192773	6.098923379286694	1.0127789060637345e-09
28.0	2.044531630883875	6.226247870622922	1.0999999985435967e-09
29.0	2.0848905088355414	6.299218327978209	1.0215787286516543e-09
30.0	2.034472580706893	6.20974932566459	1.0999999986464442e-09
31.0	2.0281961098077907	6.1969469275190345	1.0077487338501445e-09
32.0	2.1008009639488594	6.3277664530740605	1.099999999656705e-09
33.0	2.0914808898734405	6.313605144463592	8.954757556704508e-05
34.0	2.2233023789440325	6.552102618381366	0.0012652313166121147
35.0	2.2762705305898128	6.65626392265871	0.0020898985473374186
36.0	2.250635689068235	6.627031626876471	0.0027827936008798762
37.0	2.394211748534499	6.88875806628293	0.0031819587983034393
38.0	2.4987730138650304	7.078817890819479	0.003695702084394218
39.0	2.5205177213601195	7.123319837720011	0.0046535910896213385
40.0	2.680851882163631	7.379458440915843	0.005688021938102362
41.0	2.8894304820072696	7.596336020109167	0.00478875774579969
42.0	2.9369334611004034	7.681794443241113	0.0062089349614435
43.0	2.9983265751161055	7.7974644093706225	0.008391463335744595
44.0	6.7015558807508215	15.030989676478692	0.14078937343754722
45.0	3.3754182848763277	8.088203942325189	0.003342811516474428
46.0	3.3801971445079553	8.10081420005739	0.003668682291166428
47.0	3.5783150310392875	8.312361215739603	0.003963744827379493
48.0	3.6198037525273525	8.36312121356107	0.004383533509402992
49.0	3.6755536586281736	8.411918952473256	0.004713850676882619
50.0	3.6575334108319506	8.39923714390301	0.005096249918852508
51.0	3.939942207719186	8.66363501133116	0.004462854582139035
52.0	2.838249228452446	7.142012653094898	4.046545573829667e-09
53.0	2.926096806569743	7.26099966752537	2.607396511657174e-09
54.0	3.131160036462003	7.508435390977752	2.607395718625616e-09
55.0	3.150420945988071	7.498757444789265	2.60739438353506e-09
56.0	3.3181875463486983	7.671429373702321	1e-09
57.0	3.280180249789211	7.619644142957891	1.0999999961200057e-09
58.0	14.765641747455694	23.459671306036615	0.21943679193074062
59.0	15.139269441190086	23.78657361981449	0.22349601778717246
60.0	3.435643794742663	7.683503522127255	5.753365604923206e-09
61.0	3.622807316872378	7.881818889770514	1e-09
62.0	3.829174701611932	8.09046534576587	1.0999999976701194e-09
63.0	3.807744068466751	8.066292576468458	1.000467705205853e-09
64.0	3.974603672309879	8.227088748546835	1e-09
65.0	4.284727553403154	8.504040717665681	0.0006155979070644123
66.0	4.3619397643138464	8.55660752591917	3.4875864270762086e-08
67.0	4.292973908357114	8.497723567514633	3.48758868230109e-08
68.0	3.8980617532798436	8.146598502929843	0.003427975963808442
69.0	4.145517309730572	8.37733405787973	0.004867857512949717
70.0	4.231552541957652	8.461515771751161	0.004929445257300846
71.0	4.380669997583723	8.581202228609406	0.005308771702300178
72.0	4.576954519882154	8.740423336602337	0.00548732499681023
73.0	4.910417358593216	8.994316741794787	0.005561492746433445
74.0	5.29362929713994	9.2792665671109	0.006909484059059305
75.0	5.572808680377621	9.447693994141085	0.007698660891741271
76.0	5.720480145854759	9.643577741678463	0.007804552621823499
77.0	5.968362878591563	9.803541401875279	0.0082601515882215
78.0	6.251248294412378	9.963181883722664	0.008381094950230952
